2010/06/01 0:00:00;9.00;10.00;11.00;20.82;15.91;817.;3;
2010/06/01 0:15:00;9.25;10.93;11.57;21.03;16.30;817.;4;
2010/06/01 0:30:00;9.66;11.53;12.05;17.03;14.54;817.;5;
2010/06/01 0:45:00;9.79;12.18;12.40;19.75;16.07;817.;6;
2010/06/01 1:00:00;10.53;12.86;13.21;14.20;13.71;817.;8;
2010/06/01 1:15:00;11.41;13.12;13.85;15.69;14.77;817.;10;
2010/06/01 1:30:00;11.77;13.37;14.44;20.51;17.48;817.;13;
2010/06/01 1:45:00;11.91;14.21;14.97;24.59;19.78;817.;16;
2010/06/01 2:00:00;12.84;15.07;15.56;20.97;18.26;817.;20;
2010/06/01 2:15:00;12.93;15.65;15.69;17.55;16.62;817.;24;
2010/06/01 2:30:00;13.27;16.17;16.45;23.20;19.83;817.;31;
2010/06/01 2:45:00;13.87;16.49;17.33;22.34;19.83;817.;38;
2010/06/01 3:00:00;14.27;16.55;17.97;26.81;22.39;817.;48;
2010/06/01 3:15:00;14.64;17.53;18.28;21.16;19.72;817.;60;
2010/06/01 3:30:00;15.27;17.57;18.51;20.13;19.32;817.;75;
2010/06/01 3:45:00;16.01;17.84;19.03;21.21;20.12;817.;93;
2010/06/01 4:00:00;16.32;18.56;19.15;25.53;22.34;817.;117;
2010/06/01 4:15:00;16.74;18.59;19.88;29.74;24.81;817.;146;
2010/06/01 4:30:00;17.45;19.11;20.69;22.86;21.77;817.;183;
2010/06/01 4:45:00;17.76;19.16;20.90;28.42;24.66;817.;228;
2010/06/01 5:00:00;17.84;19.74;21.86;30.85;26.36;817.;285;
2010/06/01 5:15:00;18.48;20.43;22.55;31.45;27.00;817.;357;
2010/06/01 5:30:00;19.02;21.19;23.34;26.42;24.88;817.;446;
2010/06/01 5:45:00;19.88;21.39;24.00;32.99;28.50;817.;557;
2010/06/01 6:00:00;20.58;21.40;24.66;33.21;28.93;717.;696;
2010/06/01 6:15:00;20.65;22.21;24.79;25.56;25.17;717;870;
2010/06/01 6:30:00;21.00;22.51;25.16;26.88;26.02;717;1088;
2010/06/01 6:45:00;21.87;22.63;26.09;28.10;27.09;717;1360;
2010/06/01 7:00:00;22.68;23.28;26.50;28.86;27.68;717;1700;
2010/06/01 7:15:00;22.86;23.48;27.20;31.36;29.28;717;2125;
2010/06/01 7:30:00;23.20;24.29;27.91;31.77;29.84;600;2656;
2010/06/01 7:45:00;23.33;24.66;28.38;36.47;32.42;600;3320;
2010/06/01 8:00:00;24.14;25.48;28.40;33.19;30.80;600;4150;
2010/06/01 8:15:00;24.53;26.04;29.02;29.49;29.25;600;5188;
2010/06/01 8:30:00;25.32;26.60;29.07;35.16;32.12;650;6485;
2010/06/01 8:45:00;25.55;27.29;29.10;37.22;33.16;650;8106;
2010/06/01 9:00:00;25.56;27.54;29.14;37.66;33.40;650;10132;
2010/06/01 9:15:00;26.03;28.09;29.22;33.41;31.32;650;12666;
2010/06/01 9:30:00;26.07;28.72;29.89;36.70;33.29;650;15832;
2010/06/01 9:45:00;26.83;28.82;29.95;30.49;30.22;1024;19790;
2010/06/01 10:00:00;27.64;29.51;30.06;31.18;30.62;1024;24737;
2010/06/01 10:15:00;28.15;30.44;30.84;34.05;32.44;1000;30922;
2010/06/01 10:30:00;28.25;31.35;31.58;34.14;32.86;900;38652;
2010/06/01 10:45:00;28.27;32.34;32.24;36.60;34.42;800;38652;
2010/06/01 11:00:00;28.82;32.39;32.50;37.12;34.81;700;38652;
2010/06/01 11:15:00;29.40;32.78;32.88;37.02;34.95;1024;38652;
2010/06/01 11:30:00;30.17;33.63;33.58;35.54;34.56;1024;38652;
2010/06/01 11:45:00;31.12;34.20;34.48;36.62;35.55;1024;38652;
2010/06/01 12:00:00;31.31;34.80;34.56;41.30;37.93;1024;38652;
2010/06/01 12:15:00;31.63;34.90;35.42;36.26;35.84;900;38652;
2010/06/01 12:30:00;32.18;35.64;35.78;45.32;40.55;900;38652;
2010/06/01 12:45:00;32.33;36.25;36.61;37.57;37.09;900;38652;
2010/06/01 13:00:00;33.28;37.11;37.02;41.65;39.34;900;38652;
2010/06/01 13:15:00;33.99;38.09;37.84;37.85;37.84;600;30922;
2010/06/01 13:30:00;34.38;38.69;38.03;45.52;41.78;600;24737;
2010/06/01 13:45:00;34.52;39.19;38.47;46.84;42.66;600;19790;
2010/06/01 14:00:00;34.62;39.37;39.01;39.93;39.47;610;15832;
2010/06/01 14:15:00;34.95;40.08;39.28;49.22;44.25;576;12666;
2010/06/01 14:30:00;34.98;40.15;39.63;43.62;41.63;620;10132;
2010/06/01 14:45:00;35.41;40.31;39.68;45.37;42.52;620;8106;
2010/06/01 15:00:00;36.33;40.87;40.29;48.09;44.19;630;6485;
2010/06/01 15:15:00;36.83;40.94;40.76;45.34;43.05;650;5188;
2010/06/01 15:30:00;37.06;41.57;41.12;45.26;43.19;700;4150;
2010/06/01 15:45:00;37.73;42.12;41.73;47.99;44.86;750;3320;
2010/06/01 16:00:00;38.52;43.06;42.64;51.95;47.29;800;2656;
2010/06/01 16:15:00;39.19;43.41;42.84;43.01;42.92;825;2125;
